#"Step","Potential Energy (kJ/mole)","Temperature (K)"
333000,-1302629.0274283253,513.2414489467964
333500,-1302637.785827502,626.2075001421457
334000,-1302636.8873114781,483.1301656807186
334500,-1302644.1750630117,505.6567466839886
335000,-1302626.4726267336,549.3419597957544
335500,-1302619.9761904646,418.08545545525413
336000,-1302642.165992072,463.83713450689083
336500,-1302623.9975925907,348.52258808856163
337000,-1302637.0166794062,352.4302901513879
337500,-1302651.315401494,366.82393917624273
338000,-1302639.4571825285,452.9206530294975
338500,-1302635.3871534902,620.0223478651536
339000,-1302623.1241170175,422.44287409282475
339500,-1302630.673565951,462.5505577210293
340000,-1302643.3585265018,490.5151239552885
340500,-1302663.2277703676,432.70886095774745
341000,-1302659.3841982235,523.1773344922179
341500,-1302636.0404235292,435.06575239170644
342000,-1302640.5921952808,329.98646752369535
342500,-1302638.1163514429,317.8371291828048
343000,-1302639.5395061832,403.8167431114007
343500,-1302607.5014642628,390.05687659473426
344000,-1302631.5305181262,402.3257970995439
344500,-1302642.3905790152,419.6983353485837
345000,-1302624.8001256697,360.5295695927118
345500,-1302639.389702206,432.8946519313068
346000,-1302612.612838726,493.6480473296979
346500,-1302634.8303064487,399.86746330227226
347000,-1302624.5188463405,385.7453368472682
347500,-1302665.2423400942,346.12543147676337
348000,-1302659.7620190352,305.5993360091202
348500,-1302668.4563495961,394.08208819575935
349000,-1302633.3776418774,237.10363684637338
349500,-1302634.3810327263,355.79521137811736
350000,-1302645.3254082245,446.4103770686969
350500,-1302617.3237254657,442.1403169137522
351000,-1302652.0976905478,395.18150301090594
351500,-1302620.8683069388,359.6333105390017
352000,-1302636.8236090639,277.3299261599113
352500,-1302663.6968298575,396.3211741895555
353000,-1302627.0826919095,266.53757185523034
353500,-1302635.2887961988,424.927785386097
354000,-1302659.682426878,462.55326427899143
354500,-1302622.8809709619,340.6985078686109
355000,-1302636.6659242213,330.75801530873775
355500,-1302659.7121014053,422.0266525687227
356000,-1302619.3903270992,368.2593425480649
356500,-1302639.5249566827,385.93831134570905
357000,-1302613.6093139937,273.2758957068017
357500,-1302634.233545044,323.13145007213785
358000,-1302671.23788144,506.82621178821796
358500,-1302635.0146622122,505.61601270919755
359000,-1302605.5637514875,444.43234820324386
359500,-1302615.9730644946,388.0173836290996
360000,-1302622.9034010665,381.72349587890903
360500,-1302647.658406074,474.0761791558797
361000,-1302653.2781757996,450.6538407897535
361500,-1302641.8896989075,382.4658488828037
362000,-1302632.8661073684,384.6989928978963
362500,-1302663.0724551226,410.96694561699803
363000,-1302661.5920501596,435.8198425556483
363500,-1302642.683484624,402.7095788627241
364000,-1302665.3653710056,392.5543533169309
364500,-1302648.1223749903,377.8626958974012
365000,-1302631.0361515412,401.69021393541647
365500,-1302631.9476746095,458.0420132624028
366000,-1302625.9692387555,376.7471330261912
366500,-1302623.2545841022,416.7442427142817
367000,-1302632.175065822,516.1249843096127
367500,-1302611.965678756,433.65893890947405
368000,-1302648.3408713392,509.2793306678961
368500,-1302621.9806293189,472.37717512132383
369000,-1302638.9413452572,452.1337502578098
369500,-1302630.315254356,445.8057437608679
370000,-1302629.7161020804,426.274897642908
370500,-1302638.2272157734,487.8530140535102
371000,-1302619.5413391443,449.1386221492922
371500,-1302630.651437893,488.6658603370447
372000,-1302637.465115722,408.4543680807787
372500,-1302645.4314674588,469.35066745993106
373000,-1302661.4072785827,386.26383188800355
373500,-1302670.8626884408,369.0493252390374
374000,-1302639.6247031603,296.89264231782727
374500,-1302648.4671817096,429.8831863709291
375000,-1302637.3114822349,401.5657617414381
375500,-1302636.747763853,448.3483617188979
376000,-1302652.5300488223,363.15802207240137
376500,-1302637.5681142693,277.7717299907557
377000,-1302656.9142403246,366.5434224611346
377500,-1302649.4192845265,430.9522019292092
378000,-1302651.4745946592,352.73330134993415
378500,-1302650.6719039036,383.64051177500033
379000,-1302647.4964210636,362.8001892597304
379500,-1302630.153174753,412.75053362354964
380000,-1302611.0813080615,304.6731530569014
380500,-1302642.123782547,319.48686265041084
381000,-1302655.02960592,483.4029699187957
381500,-1302663.21022597,334.57396527901176
382000,-1302678.853319953,375.78583629536126
382500,-1302686.2489609928,333.5634705892331
383000,-1302657.8584529809,292.8711017075375
383500,-1302644.3776102301,375.7014034921673
384000,-1302641.1088713252,581.2113871949452
384500,-1302623.325205687,428.3949223260132
385000,-1302587.6180907667,336.6729765584025
385500,-1302616.101506761,358.9421045486407
386000,-1302653.044206908,352.242612716729
386500,-1302652.0047906039,389.1535160315181
387000,-1302661.7776234802,438.51733591480956
387500,-1302619.5385948955,392.9369468379915
388000,-1302639.9083429333,424.0940378462886
388500,-1302650.3451779915,443.8467644719441
389000,-1302639.729257534,384.5560173137538
389500,-1302639.587806853,356.99726585266075
390000,-1302630.4296525642,418.37235626416225
390500,-1302650.4723198356,362.37982473613744
391000,-1302645.3561731246,339.3826552910797
391500,-1302614.3864309469,354.48635894081724
392000,-1302611.33733496,419.5257252837934
392500,-1302619.6555358765,427.2568772468903
393000,-1302613.7135759701,469.8357193344835
393500,-1302601.9687138656,410.11883649563975
394000,-1302645.0422452665,525.4779104321984
394500,-1302627.316686005,267.6033138441969
395000,-1302626.3590732543,376.0715473749453
395500,-1302662.7927518631,391.165274031361
396000,-1302634.3189004771,372.6236061283327
396500,-1302623.6479308275,378.16859341641106
397000,-1302645.0670553532,461.1800883458232
397500,-1302661.2274778,428.8600479397486
398000,-1302632.4767562454,294.3951995445212
398500,-1302649.7509841772,523.6952196967837
399000,-1302601.6709128488,310.0050018097617
399500,-1302655.706365336,439.07891970253183
400000,-1302635.0834513584,320.8737593224418
400500,-1302657.3939415389,258.1530392400011
401000,-1302663.7269916425,334.62693963142004
401500,-1302666.260978309,318.7774066368501
402000,-1302652.00901412,324.8212885425594
402500,-1302621.634633654,417.71257852927096
403000,-1302638.384703929,298.51319591221056
403500,-1302662.1248766133,307.61905103690395
404000,-1302663.7293544824,303.51705922835447
404500,-1302675.6818108931,307.1108391194947
405000,-1302639.2093794548,340.1424817950482
405500,-1302628.8089322974,290.3489857940689
406000,-1302647.2631021217,361.2027605553814
406500,-1302640.4509604694,294.87840785481285
407000,-1302653.7833691635,393.3395235001
407500,-1302657.4787069287,462.9633386385123
408000,-1302655.5710768525,348.08587894304964
408500,-1302634.8249955683,411.8658478791504
409000,-1302634.7561828499,446.8556758443713
409500,-1302623.1170731734,544.7520603838036
410000,-1302629.5188518155,426.7071405405996
410500,-1302623.352676626,443.6726370957886
411000,-1302634.414176136,389.6749685288925
411500,-1302631.2263111721,332.28838057133277
412000,-1302646.6101574432,415.38455003224936
412500,-1302644.620283266,506.2414559198253
413000,-1302617.506370437,422.0150767045385
413500,-1302631.71559697,384.14833167860263
414000,-1302623.18848467,409.89497859264503
414500,-1302641.2852413026,505.0165962524501
415000,-1302613.286781871,395.2599676983141
415500,-1302623.5317520427,442.9500588649218
416000,-1302621.250710037,447.63607342464263
416500,-1302625.538251632,445.5344408065285
417000,-1302639.4036494019,558.2730775625663
417500,-1302621.179193951,447.7261229372676
418000,-1302647.604171068,384.1798245576548
418500,-1302645.6476104693,356.6165681721264
419000,-1302650.5563446032,382.9883831940488
419500,-1302645.5999287074,362.1086984171759
420000,-1302665.2443072374,436.8004336664853
420500,-1302646.537868364,498.3977488721175
421000,-1302632.635226233,527.4811135803819
421500,-1302622.3285581823,462.53123194962285
422000,-1302612.0582971775,563.129293440479
422500,-1302612.7787420095,333.3115103861688
423000,-1302630.5373577324,387.4693540594223
423500,-1302621.8939622822,399.4593797695708
424000,-1302613.2324198503,339.58479397254484
424500,-1302639.9614012463,375.60419410704503
425000,-1302651.2858850558,421.2882232520885
425500,-1302645.079631006,364.88390301583433
426000,-1302629.2151968135,482.73810040203944
426500,-1302643.5927893047,392.60111977998844
427000,-1302624.2547896171,382.1108904435741
427500,-1302636.1802823006,488.2822454393013
428000,-1302662.6742773151,534.505015483148
428500,-1302607.3992236676,438.52667086859145
429000,-1302620.962047425,482.39723482923205
429500,-1302626.9289800364,441.3888066055273
430000,-1302614.2688119065,378.4317772641028
430500,-1302633.1591791708,378.5153244002065
431000,-1302618.4887196026,374.77513188443254
431500,-1302643.7243411404,415.3110720571303
432000,-1302620.4055207688,537.0070957600872
432500,-1302603.0252981517,555.6875570973108
433000,-1302598.7331898785,476.6746756069466
433500,-1302642.7662532483,697.3069068200923
434000,-1302637.0540213645,551.5709740631119
434500,-1302624.6353754527,436.46796424351567
435000,-1302619.7902450664,411.2967496503188
435500,-1302654.5974549802,390.1803279511805
436000,-1302637.9133721348,430.3547047524493
436500,-1302650.0270137754,405.1595230381842
437000,-1302627.6726260167,416.7051717960579
437500,-1302638.2863426567,362.1209952199115
438000,-1302647.5052873618,379.0172601036206
438500,-1302662.641599493,376.055354143645
439000,-1302646.6686037797,267.3921991297878
439500,-1302635.8523192457,365.7676948224868
440000,-1302662.0856718565,485.73852756918626
440500,-1302662.1270491509,458.568497661909
441000,-1302652.1446139517,369.8990944205211
441500,-1302644.9801257977,315.7450242057747
442000,-1302607.2443437744,471.24949503945186
442500,-1302644.5406316144,561.6297622588102
443000,-1302639.1047094658,426.7044164821005
443500,-1302618.3798753913,421.45171581291936
444000,-1302637.2555673923,412.0206520150382
444500,-1302620.042638605,452.2300376263561
445000,-1302631.515398196,421.76385497931784
445500,-1302636.4008143959,515.5163852106967
446000,-1302626.9690586952,368.8748086321455
446500,-1302633.8196468044,466.29792795463345
447000,-1302634.1106513788,375.45787035034607
447500,-1302630.9237537147,450.1461014259462
448000,-1302667.6564010507,485.5759352570791
448500,-1302657.0858804928,428.99946248686814
449000,-1302659.9354029598,400.46778023895604
449500,-1302668.17553969,354.7182056873332
450000,-1302656.8677753247,342.94334419256967
450500,-1302652.596728094,447.67554128936706
451000,-1302641.880890923,356.43076492605627
451500,-1302654.7571124006,494.3153515096869
452000,-1302629.1597247827,397.45733576523054
452500,-1302657.7235964902,420.4182051141474
453000,-1302611.2904918639,364.0141740547565
453500,-1302633.5133789184,425.92217913120027
454000,-1302633.241766236,491.48592398049544
454500,-1302644.0900992055,486.59619051817674
455000,-1302607.204347819,460.87117517410513
455500,-1302602.1403822587,351.03487035913247
456000,-1302640.9728961247,449.47954144388336
456500,-1302663.93249151,405.1791813316725
457000,-1302653.5985344811,359.21096137552456
457500,-1302642.0551737512,357.9332100535415
458000,-1302662.3022446986,434.1800851187704
458500,-1302672.1738135247,419.01607134919254
459000,-1302669.2158568702,326.3742969590628
459500,-1302665.3754917535,292.49965487406655
460000,-1302640.4658941196,304.7970261356255
460500,-1302665.297684289,317.7595118635954
461000,-1302658.586472917,350.0602859635236
461500,-1302642.6956591178,318.5327508598745
462000,-1302653.9158654264,455.064255937455
462500,-1302627.9565320325,329.3473329191955
463000,-1302634.4694674904,284.16425751365114
463500,-1302641.6862930686,368.75197453636525
464000,-1302657.9530152434,383.03041782152496
464500,-1302628.8470628841,337.3491306430375
465000,-1302658.950648827,447.4310681406437
465500,-1302653.1336018573,382.84590267009
466000,-1302651.8190415609,438.6847336693779
466500,-1302652.576927965,469.2424173110217
467000,-1302650.7981815718,339.5051516768624
467500,-1302655.8261867235,315.65155375156
468000,-1302659.5312759012,452.5334223945326
468500,-1302621.513653051,354.91772459287694
469000,-1302632.6158729692,431.95276232567153
469500,-1302644.4765597486,376.05176758118415
470000,-1302643.5773768825,367.5904845527909
470500,-1302640.8515145052,360.6704713282721
471000,-1302658.719423875,438.2976552734305
471500,-1302656.8905763428,317.8862713147838
472000,-1302642.4939644302,409.6046896921963
472500,-1302657.655602445,463.17435919609534
473000,-1302663.5822579784,506.95924795300516
473500,-1302632.140286375,481.9487429452105
474000,-1302642.1805914103,424.8297316961114
474500,-1302632.3451485962,387.1396836946585
475000,-1302631.677658052,379.27844977457266
475500,-1302597.5551875804,323.50467457238125
476000,-1302631.5474443333,383.5417093981412
476500,-1302623.4602878448,422.73361351901644
477000,-1302643.0555583704,389.4824447557242
477500,-1302624.8339220812,403.0349137331023
478000,-1302654.9028650878,498.57035542368374
478500,-1302646.8007703554,528.0152271050292
479000,-1302627.8791071933,435.8754852460486
479500,-1302606.824664666,481.39103402624
480000,-1302628.0394620006,554.2479138193974
480500,-1302657.3762726274,475.53466611917963
481000,-1302646.338129789,521.6764583347788
481500,-1302661.7841028867,416.2093880450792
482000,-1302634.6357359355,381.06529338596636
482500,-1302654.6764157987,265.42844473140156
483000,-1302646.927812061,302.98009423838624
483500,-1302657.538571646,278.38078614204136
484000,-1302646.868288568,286.9203481729411
484500,-1302661.0302551996,361.07427718702706
485000,-1302628.1991392532,304.91270101709586
485500,-1302652.5206021927,381.63797760402207
486000,-1302639.3921667854,355.6816354976011
486500,-1302619.9505271954,411.453966876018
487000,-1302631.6657380236,412.36386291870707
487500,-1302625.2330170374,540.4618023920862
488000,-1302628.820487652,532.6365610914056
488500,-1302620.1824582126,395.3674866687981
489000,-1302619.3770832915,337.3318882593516
489500,-1302644.1134591347,342.34774293227764
490000,-1302645.2423773147,381.8350855990253
490500,-1302641.336065963,424.7646273936729
491000,-1302612.1790424003,385.70681993729306
491500,-1302635.6206063316,502.76712476116734
492000,-1302609.5790585566,276.4091933337785
492500,-1302630.9425389115,349.16970983711246
493000,-1302638.4612632024,332.53126099729604
493500,-1302623.3566153499,317.7559374818944
494000,-1302649.503376107,350.9686470372694
494500,-1302634.2487850294,492.8782201796668
495000,-1302645.5464817698,426.41927961839895
495500,-1302643.6074428665,406.12933418666745
496000,-1302653.8918623917,406.139822482852
496500,-1302664.992170489,313.6094992558071
497000,-1302625.0638377878,451.45607073110347
497500,-1302642.5317140764,341.99542549448137
498000,-1302626.8342012672,270.86466757141335
498500,-1302645.2228275477,399.06914169139014
499000,-1302647.907210672,357.6960123945068
499500,-1302640.2225523505,291.13407714139277
500000,-1302628.1638495016,257.3419256292712
500500,-1302630.3845996296,303.44990264202454
501000,-1302633.9766032351,401.1273625862828
501500,-1302614.3857339008,404.23879805152876
502000,-1302637.8320140415,443.6349187793238
502500,-1302651.607093104,510.9881771263588
503000,-1302624.0894723663,524.6016674701308
503500,-1302608.1875157005,366.28043071751574
504000,-1302622.8228682866,483.3148582740813
504500,-1302649.4457993563,355.2588872732005
505000,-1302644.1719496814,412.27996886631837
505500,-1302621.242714846,398.52061312013217
506000,-1302636.9565153474,390.32850858491713
506500,-1302650.7900517597,373.44644609007366
507000,-1302633.2125432773,380.6468325812725
507500,-1302663.7859938224,350.3100533363581
508000,-1302656.2882557716,346.13701630894803
508500,-1302645.7535331557,342.4125467346154
509000,-1302638.0674431033,375.4112588518606
509500,-1302657.2651819189,434.16786017515795
510000,-1302634.5856993685,404.89301598413493
510500,-1302659.5862494535,448.83378062294776
511000,-1302643.5066753426,409.32154381654215
511500,-1302636.6005466206,405.0782833033057
512000,-1302615.369675137,394.5117818123068
512500,-1302625.3369685076,387.54877774919015
513000,-1302658.2709681587,380.40055668321315
513500,-1302655.4517338157,388.582829431238
514000,-1302651.2765328982,409.56394244101904
514500,-1302621.1808964903,452.72211587284545
515000,-1302659.968688136,469.37619818889806
515500,-1302644.6185117562,305.5590132671758
516000,-1302669.475290541,382.71695772604744
516500,-1302651.7352723195,309.08646299231845
517000,-1302629.8824324224,295.15135161184867
517500,-1302653.7302075063,403.8481562512334
518000,-1302616.09770527,298.564385797134
518500,-1302634.8854715705,272.8033489875751
519000,-1302648.9556845764,387.6072951282852
519500,-1302622.4944423398,264.57421483141457
520000,-1302621.5747673616,327.05846752010905
520500,-1302636.3096241402,361.208788407808
521000,-1302648.8010609774,377.8107629892752
521500,-1302629.4957272906,404.7652610881002
522000,-1302596.0649411825,342.89912173630796
522500,-1302631.4925945255,402.7117873478435
523000,-1302655.3829611829,406.93912479894334
523500,-1302633.9283860095,396.6107047647302
524000,-1302639.204364913,485.30598436153247
524500,-1302610.3559221197,346.87221260505004
525000,-1302620.71493978,453.01793926057724
525500,-1302631.791901231,549.9872351280958
526000,-1302599.232562082,359.35208898673955
526500,-1302628.6033823772,448.238283996908
527000,-1302632.8172844744,532.7080903467761
527500,-1302648.909032117,459.1239986206079
528000,-1302635.4827035188,439.32973213271487
528500,-1302604.6511110747,457.28164017073004
529000,-1302626.7654700852,328.2645064169677
529500,-1302646.4246371528,476.77468561988127
530000,-1302627.8229636925,475.42181002037427
530500,-1302618.4318298022,492.76415352853724
531000,-1302592.5107209582,593.0396763928999
531500,-1302596.9015463204,496.1608464450458
532000,-1302610.6218066337,431.47561182804
532500,-1302632.8795850503,542.2499885723124
533000,-1302626.064542794,541.5678001310016
533500,-1302623.3331573692,443.17547147429394
534000,-1302612.741622111,337.0061123627042
534500,-1302584.609166556,420.79848069437884
535000,-1302635.4872765066,385.57835549617704
535500,-1302612.2296535831,441.5220534304606
536000,-1302644.2086338156,470.35189418014465
536500,-1302648.1617142714,367.75796326134093
537000,-1302640.6675621786,408.08318747807056
537500,-1302668.8284304023,423.8841482131333
538000,-1302651.5946610197,337.3401519118806
538500,-1302629.539879906,321.6334895667839
539000,-1302656.1744038286,449.87894907823926
539500,-1302635.2619452372,488.12025498576855
540000,-1302633.5599861213,505.95546912213575
540500,-1302656.7072883293,545.3994780251896
541000,-1302632.3387562432,418.23151734552835
541500,-1302632.391858801,289.9509838456111
542000,-1302652.162271253,451.8146934050703
542500,-1302633.3014490078,471.8218823495776
543000,-1302620.473000772,417.98898518351086
543500,-1302637.4774069574,444.35318079682764
544000,-1302635.7896646268,365.02903931113644
544500,-1302661.8940356097,375.7567737426967
545000,-1302669.5871146852,295.30988868046745
545500,-1302658.7572024874,502.9703264496348
546000,-1302648.5869606894,341.775041639815
546500,-1302651.0646160915,447.723964705241
547000,-1302655.4454604962,475.87971366595815
547500,-1302598.8589109732,479.8785380476608
548000,-1302594.264728138,520.2650905320241
548500,-1302594.5428871948,396.9776348664705
549000,-1302650.463192424,411.16164720483084
549500,-1302647.4858326272,398.28731408490154
550000,-1302647.1038415786,398.1150261814415
550500,-1302628.8744260026,365.9082271786209
551000,-1302636.4846099934,488.97143629243095
551500,-1302624.3248147161,434.3275380287689
552000,-1302633.0875240525,532.9367359268373
552500,-1302573.2856112937,338.46131905167834
553000,-1302647.5842642887,606.5975032829651
553500,-1302614.448694904,535.8044834701449
554000,-1302631.4888486592,428.58346063454405
554500,-1302644.3896420787,345.0163007617469
555000,-1302642.7150712588,340.6735366197448
555500,-1302639.1508493463,364.0582395627149
556000,-1302645.716340539,349.20378496545436
556500,-1302616.887968233,398.4229236785408
557000,-1302638.5640180255,456.3860399283551
557500,-1302586.9426913871,379.3145026975224
558000,-1302636.7426685663,535.7482210294344
558500,-1302646.139069752,562.1147434616876
559000,-1302619.4513279402,345.1626975757432
559500,-1302629.5558604512,513.7414812396443
560000,-1302606.5789826857,353.6652493413091
560500,-1302599.0531908711,388.85803211283746
561000,-1302626.2085176466,487.95809453500567
561500,-1302626.2004107982,497.8855704835943
562000,-1302615.8568146317,508.13575604853423
562500,-1302610.3242543042,535.9740353578918
563000,-1302634.255221846,447.99975681706815
563500,-1302632.1739703387,346.4032889380087
564000,-1302635.7483540857,292.69402170516224
564500,-1302656.644743214,371.2103418912521
565000,-1302665.7764204189,249.5206827656234
565500,-1302664.6309787675,385.1852011647163
566000,-1302654.9572273148,283.4128762963045
566500,-1302664.472826578,385.5306508287722
567000,-1302661.5424338006,443.88356367849474
567500,-1302646.5681700287,394.574682574396
568000,-1302628.0913790353,307.8405698264676
568500,-1302626.9911721465,407.29659381465353
569000,-1302616.1377157753,331.79713671722936
569500,-1302622.817851203,455.9065821480241
570000,-1302628.1179012414,495.62490688730225
570500,-1302599.6326614372,467.0010079451926
571000,-1302623.9932807423,547.9746735815703
571500,-1302609.1162763692,391.43040810489686
572000,-1302599.4635868792,468.32373524286896
572500,-1302636.0453304981,500.9089492190624
573000,-1302634.6450658564,413.26586859764154
573500,-1302637.5433767566,514.9915304613404
574000,-1302586.8922726235,452.7921114400412
574500,-1302608.2721384715,439.3863668360802
575000,-1302610.1440981764,489.174948978062
575500,-1302620.4318888627,488.68623474385015
576000,-1302609.0105652446,359.3924565324416
576500,-1302627.6668777526,416.69780747540796
577000,-1302655.9839656355,453.5983363662145
577500,-1302640.7013284506,290.4322921267835
578000,-1302647.6346891841,391.9292838676494
578500,-1302638.9615025343,391.1547738212394
579000,-1302639.3274555774,403.60129849789195
579500,-1302645.8117630628,396.38950783552394
580000,-1302638.40030004,412.0950029058381
580500,-1302627.7841345225,394.3632618273696
581000,-1302633.0362078054,414.08043311425337
581500,-1302636.7953508093,333.20037126342083
582000,-1302629.7574609404,332.1600804849729
582500,-1302665.1469383412,396.782697872586
583000,-1302637.7697493099,379.9919851185833
583500,-1302650.0388832218,343.6696520242236
584000,-1302647.8786441868,335.5163793786892
584500,-1302640.1238909399,375.4731304247319
585000,-1302639.3182970213,385.0900077399243
585500,-1302657.190986577,377.8945509516313
586000,-1302632.735667121,310.96452096365846
586500,-1302629.0256867197,288.94434927805764
587000,-1302659.6980266394,394.64344353170435
587500,-1302665.5493176824,363.365215209211
588000,-1302645.3131972163,429.0639868455916
588500,-1302648.4136196922,455.4525926526775
589000,-1302633.2889557946,504.85651958262645
589500,-1302613.0556275784,360.63229029689785
590000,-1302617.9760346345,370.7885467582337
590500,-1302619.0359002997,400.8924920394424
591000,-1302617.064005444,393.8154491086834
591500,-1302633.169275104,422.1086706454276
592000,-1302643.112347135,442.40203787902544
592500,-1302648.7827781234,407.7142108273936
593000,-1302633.1424383973,518.0195828997255
593500,-1302653.943813675,404.502527216489
594000,-1302646.042198214,395.29469710027917
594500,-1302636.4577530324,430.97009660922424
595000,-1302629.4791930406,370.11713854636787
595500,-1302610.7610839754,300.37339759892524
596000,-1302627.8904653562,435.36532357348625
596500,-1302614.5329490867,402.1222483997256
597000,-1302661.1007338807,516.9651313784155
597500,-1302647.211305166,444.43205783000275
598000,-1302622.3059315416,319.81849764273295
598500,-1302649.0299236807,346.1638438333533
599000,-1302641.1654880373,423.7712946070939
599500,-1302618.6742313954,316.57624587686405
600000,-1302666.0390765641,424.62598487284254
600500,-1302655.797677696,448.6646031149829
601000,-1302639.3412037871,423.9856333379619
601500,-1302623.0242058462,477.68659398617183
602000,-1302639.1430504825,498.51904593949615
602500,-1302626.417733058,572.4978236617247
603000,-1302610.1081789834,565.7580629664047
603500,-1302603.073635255,430.51524229475274
604000,-1302620.4542175196,475.87088051649886
604500,-1302627.4859164595,501.5122092685196
605000,-1302607.4694233898,385.52502285440187
605500,-1302632.06092155,442.9242540883847
606000,-1302600.3836767797,315.254538287772
606500,-1302644.7779715753,434.1511997769569
607000,-1302656.67841009,316.7967679958867
607500,-1302652.0243250844,360.89321415696423
608000,-1302641.9334026473,335.657675936622
608500,-1302650.745237733,276.7641320609765
609000,-1302662.0104605146,354.38405826777495
609500,-1302647.4807298575,412.91368582619947
610000,-1302627.2775621905,285.2189166082767
610500,-1302633.422573188,455.34525330375993
611000,-1302662.058534726,442.7312777334697
611500,-1302650.6049483486,400.70654141714436
612000,-1302637.6816337623,294.3539975191641
612500,-1302645.1739216475,458.62791967033684
613000,-1302608.6844704107,447.6435607465551
613500,-1302604.7690437937,382.4032205006038
614000,-1302588.02347654,318.49966252681213
614500,-1302597.5107864388,375.56355650617286
615000,-1302597.5743958377,307.79414220193433
615500,-1302605.3544871202,369.8307907303987
616000,-1302624.298267504,468.56047678503666
616500,-1302611.6502895046,483.4675129708834
617000,-1302597.5298406773,380.0586974874154
617500,-1302624.044707403,259.2199550190403
618000,-1302651.6740748968,385.08479948066156
618500,-1302608.0900478885,293.3727954229442
619000,-1302605.7181351995,371.69650384609395
619500,-1302629.7495065853,485.2109638194798
620000,-1302626.4576020325,319.792757559592
620500,-1302616.8857146266,416.2559566393162
621000,-1302627.3457835908,361.2736971080303
621500,-1302634.8835640412,436.85970459990205
622000,-1302648.674652676,368.8723995295071
622500,-1302655.3368023473,298.26003730089536
623000,-1302656.065071797,346.8162307417573
623500,-1302646.1511152203,484.2134115245251
624000,-1302633.439557036,416.8973701515327
624500,-1302654.6700520806,343.8718911876754
625000,-1302647.1908655467,478.55034275657164
625500,-1302618.8933914301,456.63912561972586
626000,-1302621.7425801584,472.28942156724816
626500,-1302621.9359314009,445.6175583634835
627000,-1302636.0059520188,446.4062649166873
627500,-1302647.9574173247,359.30497572170145
628000,-1302617.5507151554,378.7444135489512
628500,-1302618.5143973853,334.0241845514604
629000,-1302616.8937581708,363.55076695190263
629500,-1302630.7914713523,358.92493334989774
630000,-1302622.460422323,428.0988799910959
630500,-1302648.2531640476,482.2584723922373
631000,-1302625.4282256286,356.2229047565944
631500,-1302630.9922845487,474.0365871432407
632000,-1302647.828377291,575.8426605492506
632500,-1302611.855869534,436.4535492640197
633000,-1302624.249308024,384.46952122522356
633500,-1302638.473993167,424.926824265601
634000,-1302637.4699182557,427.4486784971275
634500,-1302615.153540322,340.57374323290475
635000,-1302606.0816747688,324.1675828334338
635500,-1302646.3962424502,428.7019681845393
636000,-1302618.3816928514,405.76157135320904
636500,-1302655.5777219743,465.9634497239063
637000,-1302652.0240946533,430.2615629613552
637500,-1302634.860147841,514.0525491044006
638000,-1302625.5636269352,449.69597451149195
638500,-1302640.5661954067,372.17973059089076
639000,-1302598.820445832,309.9221556997469
639500,-1302653.4502749094,372.1943634794748
640000,-1302661.631285421,374.37010225671895
640500,-1302614.8581628485,279.9378955183031
641000,-1302621.3266385442,445.747551837003
641500,-1302648.1935413014,413.00821973153404
642000,-1302643.9271251971,511.7472119404795
642500,-1302635.1262156668,476.5729229012964
643000,-1302631.9927399433,365.1359543631171
643500,-1302637.4071982487,351.5705048645808
644000,-1302661.648714257,460.7049877041578
644500,-1302647.6856174937,285.8757889492012
645000,-1302664.8619302623,448.312207131002
645500,-1302645.1259997417,442.38196545786474
646000,-1302632.0506118718,480.8575703973297
646500,-1302637.8094152426,459.2732147986821
647000,-1302629.6783249986,485.6375325351053
647500,-1302589.0634870527,420.7601179717917
648000,-1302591.2090976986,319.8439445248533
648500,-1302637.3464980922,485.518981379871
649000,-1302635.1614462072,373.83145755151986
649500,-1302659.1492340444,449.4697244418565
650000,-1302644.1621549882,436.21190667004527
650500,-1302648.636993534,435.3420679893602
651000,-1302663.500136863,322.03604107653643
651500,-1302619.7601299826,416.7935408963593
652000,-1302607.0772652496,376.3328739553765
652500,-1302625.6501800597,427.9144789947693
653000,-1302625.95868307,489.9092581988131
653500,-1302632.6834523624,396.26898427156544
654000,-1302612.529105225,368.17833781266233
654500,-1302596.7036978146,494.797734586388
655000,-1302622.298981603,547.8227967879445
655500,-1302622.1855304656,539.6437746326131
656000,-1302614.0728382906,570.3720837571923
656500,-1302637.3928507057,502.91792859609274
657000,-1302639.887396133,349.06025956774977
657500,-1302619.4186985148,359.3759023994398
658000,-1302656.251412441,333.21281973057637
658500,-1302623.4649261436,335.4664837735886
659000,-1302642.7518395912,380.0144416750954
659500,-1302643.8764885433,374.9759804878974
660000,-1302632.7745402784,399.8803223954436
660500,-1302599.478190043,366.7231833317891
661000,-1302628.7783939715,410.03151220484597
661500,-1302608.2108984054,527.4251451826327
662000,-1302606.4211541542,510.7173598698793
662500,-1302643.4724827288,511.56557194242083
663000,-1302632.5990323792,378.31965181355395
663500,-1302638.7675279703,353.32732634671623
664000,-1302638.327141463,360.1973668342689
664500,-1302658.1297126526,482.151754208183
665000,-1302613.666097929,444.5931066001346
665500,-1302632.931024675,487.25144651123054
666000,-1302620.1191486393,465.30287652840127
666500,-1302616.171016633,343.58496035778626
667000,-1302615.1727001874,320.3050109960805
667500,-1302641.4288457881,467.3529630791921
668000,-1302632.8888526764,302.72891529718
668500,-1302624.1477830638,346.62978299888226
669000,-1302630.122259989,387.2466447717427
669500,-1302636.49203183,291.6708875236494
