Step Range,Steps,Time (seconds),Time per Step (seconds)
385500-386000,500,14.7375,0.029475
386000-386500,500,14.6473,0.029295
386500-387000,500,14.3994,0.028799
387000-387500,500,14.9984,0.029997
387500-388000,500,15.0315,0.030063
388000-388500,500,14.9378,0.029876
388500-389000,500,14.3814,0.028763
389000-389500,500,15.2874,0.030575
389500-390000,500,15.1005,0.030201
390000-390500,500,14.6338,0.029268
390500-391000,500,14.2713,0.028543
391000-391500,500,14.4332,0.028866
391500-392000,500,15.5111,0.031022
392000-392500,500,14.9440,0.029888
392500-393000,500,14.9896,0.029979
393000-393500,500,14.7660,0.029532
393500-394000,500,15.0513,0.030103
394000-394500,500,14.7851,0.029570
394500-395000,500,15.9026,0.031805
395000-395500,500,14.8744,0.029749
395500-396000,500,14.7767,0.029553
396000-396500,500,16.0918,0.032184
396500-397000,500,14.8068,0.029614
397000-397500,500,14.9587,0.029917
397500-398000,500,14.8082,0.029616
398000-398500,500,14.9485,0.029897
398500-399000,500,14.9512,0.029902
399000-399500,500,14.6263,0.029253
399500-400000,500,14.5705,0.029141
400000-400500,500,14.8275,0.029655
400500-401000,500,14.5693,0.029139
401000-401500,500,15.0284,0.030057
401500-402000,500,15.8811,0.031762
402000-402500,500,15.1874,0.030375
402500-403000,500,14.9166,0.029833
403000-403500,500,15.1251,0.030250
403500-404000,500,14.1683,0.028337
404000-404500,500,14.8566,0.029713
404500-405000,500,14.1317,0.028263
405000-405500,500,14.7040,0.029408
405500-406000,500,14.9655,0.029931
406000-406500,500,15.0042,0.030008
406500-407000,500,15.1030,0.030206
407000-407500,500,15.7538,0.031508
407500-408000,500,15.8662,0.031732
408000-408500,500,15.4595,0.030919
408500-409000,500,14.2409,0.028482
409000-409500,500,15.3598,0.030720
409500-410000,500,14.9557,0.029911
410000-410500,500,15.4425,0.030885
410500-411000,500,14.6153,0.029231
411000-411500,500,14.5084,0.029017
411500-412000,500,14.5903,0.029181
412000-412500,500,14.5279,0.029056
412500-413000,500,15.4333,0.030867
413000-413500,500,14.5872,0.029174
413500-414000,500,15.3651,0.030730
414000-414500,500,15.0273,0.030055
414500-415000,500,15.4516,0.030903
415000-415500,500,14.9995,0.029999
415500-416000,500,14.8280,0.029656
416000-416500,500,15.4044,0.030809
416500-417000,500,15.0131,0.030026
417000-417500,500,14.9977,0.029995
417500-418000,500,15.8403,0.031681
418000-418500,500,15.0202,0.030040
418500-419000,500,14.4015,0.028803
419000-419500,500,16.0488,0.032098
419500-420000,500,15.5424,0.031085
420000-420500,500,14.3887,0.028777
420500-421000,500,14.3850,0.028770
421000-421500,500,15.3620,0.030724
421500-422000,500,15.6890,0.031378
422000-422500,500,20.0346,0.040069
422500-423000,500,14.7274,0.029455
423000-423500,500,14.1059,0.028212
423500-424000,500,15.0782,0.030156
424000-424500,500,14.8324,0.029665
424500-425000,500,15.2004,0.030401
425000-425500,500,15.1308,0.030262
425500-426000,500,14.7323,0.029465
426000-426500,500,15.7731,0.031546
426500-427000,500,14.7446,0.029489
427000-427500,500,14.8992,0.029798
427500-428000,500,15.2793,0.030559
428000-428500,500,14.6228,0.029246
428500-429000,500,14.4325,0.028865
429000-429500,500,14.2582,0.028516
429500-430000,500,15.9085,0.031817
430000-430500,500,15.1705,0.030341
430500-431000,500,14.4149,0.028830
431000-431500,500,15.1398,0.030280
431500-432000,500,14.6216,0.029243
432000-432500,500,14.1548,0.028310
432500-433000,500,15.2657,0.030531
433000-433500,500,15.2938,0.030588
433500-434000,500,15.5764,0.031153
434000-434500,500,15.3220,0.030644
434500-435000,500,14.6459,0.029292
435000-435500,500,14.5880,0.029176
435500-436000,500,15.1710,0.030342
436000-436500,500,15.7269,0.031454
436500-437000,500,14.6447,0.029289
437000-437500,500,14.6788,0.029358
437500-438000,500,14.4484,0.028897
438000-438500,500,14.3498,0.028700
438500-439000,500,14.5504,0.029101
439000-439500,500,15.7198,0.031440
439500-440000,500,15.2384,0.030477
440000-440500,500,14.3649,0.028730
440500-441000,500,15.2802,0.030560
441000-441500,500,14.5501,0.029100
441500-442000,500,15.1641,0.030328
442000-442500,500,15.3275,0.030655
442500-443000,500,14.7396,0.029479
443000-443500,500,15.4337,0.030867
443500-444000,500,16.0737,0.032147
444000-444500,500,14.4151,0.028830
444500-445000,500,14.1958,0.028392
445000-445500,500,15.0421,0.030084
445500-446000,500,14.4361,0.028872
446000-446500,500,14.6387,0.029277
446500-447000,500,15.3634,0.030727
447000-447500,500,15.1019,0.030204
447500-448000,500,14.2429,0.028486
448000-448500,500,15.0210,0.030042
448500-449000,500,15.2219,0.030444
449000-449500,500,15.3566,0.030713
449500-450000,500,14.0386,0.028077
450000-450500,500,14.7199,0.029440
450500-451000,500,14.9837,0.029967
451000-451500,500,15.3264,0.030653
451500-452000,500,14.4877,0.028975
452000-452500,500,15.2135,0.030427
452500-453000,500,14.8034,0.029607
453000-453500,500,14.7100,0.029420
453500-454000,500,15.0997,0.030199
454000-454500,500,15.3327,0.030665
454500-455000,500,15.1428,0.030286
455000-455500,500,15.0398,0.030080
455500-456000,500,14.8294,0.029659
456000-456500,500,15.2407,0.030481
456500-457000,500,15.8806,0.031761
457000-457500,500,14.6069,0.029214
457500-458000,500,14.6271,0.029254
458000-458500,500,14.6317,0.029263
458500-459000,500,15.1216,0.030243
459000-459500,500,14.8903,0.029781
459500-460000,500,15.0102,0.030020
460000-460500,500,14.3226,0.028645
460500-461000,500,14.9499,0.029900
461000-461500,500,14.5694,0.029139
461500-462000,500,15.1046,0.030209
462000-462500,500,14.7731,0.029546
462500-463000,500,14.7133,0.029427
463000-463500,500,15.5155,0.031031
463500-464000,500,14.8023,0.029605
464000-464500,500,14.9419,0.029884
464500-465000,500,15.1735,0.030347
465000-465500,500,14.6522,0.029304
465500-466000,500,13.8764,0.027753
466000-466500,500,14.3572,0.028714
466500-467000,500,14.3057,0.028611
467000-467500,500,15.4660,0.030932
467500-468000,500,14.9429,0.029886
468000-468500,500,14.3496,0.028699
468500-469000,500,13.9493,0.027899
469000-469500,500,14.8137,0.029627
469500-470000,500,15.0731,0.030146
470000-470500,500,14.8675,0.029735
470500-471000,500,15.3375,0.030675
471000-471500,500,15.5114,0.031023
471500-472000,500,14.7534,0.029507
472000-472500,500,14.1606,0.028321
472500-473000,500,14.9408,0.029882
473000-473500,500,15.2598,0.030520
473500-474000,500,15.6228,0.031246
474000-474500,500,15.6625,0.031325
474500-475000,500,14.0527,0.028105
475000-475500,500,14.2637,0.028527
475500-476000,500,15.1892,0.030378
476000-476500,500,14.7480,0.029496
476500-477000,500,15.2525,0.030505
477000-477500,500,15.1775,0.030355
477500-478000,500,14.8110,0.029622
478000-478500,500,15.3439,0.030688
478500-479000,500,14.2908,0.028582
479000-479500,500,15.3655,0.030731
479500-480000,500,15.0112,0.030022
480000-480500,500,15.1460,0.030292
480500-481000,500,14.9199,0.029840
481000-481500,500,14.8485,0.029697
481500-482000,500,14.0414,0.028083
482000-482500,500,15.1648,0.030330
482500-483000,500,15.6996,0.031399
483000-483500,500,15.5176,0.031035
483500-484000,500,15.3092,0.030618
484000-484500,500,15.1091,0.030218
484500-485000,500,14.6915,0.029383
485000-485500,500,14.6933,0.029387
485500-486000,500,15.5163,0.031033
486000-486500,500,14.6116,0.029223
486500-487000,500,15.0377,0.030075
487000-487500,500,14.3173,0.028635
487500-488000,500,15.1768,0.030354
488000-488500,500,15.3833,0.030767
488500-489000,500,15.5303,0.031061
489000-489500,500,15.2939,0.030588
489500-490000,500,14.7305,0.029461
490000-490500,500,14.7062,0.029412
490500-491000,500,14.9721,0.029944
491000-491500,500,15.8620,0.031724
491500-492000,500,15.4437,0.030887
492000-492500,500,15.1913,0.030383
492500-493000,500,14.4409,0.028882
493000-493500,500,14.7250,0.029450
493500-494000,500,14.6634,0.029327
494000-494500,500,14.4276,0.028855
494500-495000,500,14.8621,0.029724
495000-495500,500,15.2495,0.030499
495500-496000,500,14.8307,0.029661
496000-496500,500,14.7136,0.029427
496500-497000,500,15.4275,0.030855
497000-497500,500,15.0564,0.030113
497500-498000,500,14.7877,0.029575
498000-498500,500,15.0088,0.030018
498500-499000,500,15.4208,0.030842
499000-499500,500,14.8224,0.029645
499500-500000,500,15.0528,0.030106
500000-500500,500,15.2572,0.030514
500500-501000,500,14.8625,0.029725
501000-501500,500,15.8900,0.031780
501500-502000,500,15.0265,0.030053
502000-502500,500,14.0997,0.028199
502500-503000,500,14.1023,0.028205
503000-503500,500,14.6606,0.029321
503500-504000,500,14.7531,0.029506
504000-504500,500,14.8082,0.029616
504500-505000,500,15.5209,0.031042
505000-505500,500,15.1582,0.030316
505500-506000,500,15.3116,0.030623
506000-506500,500,15.8849,0.031770
506500-507000,500,15.2275,0.030455
507000-507500,500,14.6600,0.029320
507500-508000,500,14.2012,0.028402
508000-508500,500,15.1663,0.030333
508500-509000,500,15.0079,0.030016
509000-509500,500,14.7578,0.029516
509500-510000,500,15.0755,0.030151
510000-510500,500,15.6238,0.031248
510500-511000,500,15.4934,0.030987
511000-511500,500,14.2232,0.028446
511500-512000,500,14.7573,0.029515
512000-512500,500,14.3313,0.028663
512500-513000,500,15.2377,0.030475
513000-513500,500,15.8882,0.031776
513500-514000,500,15.5872,0.031174
514000-514500,500,14.9590,0.029918
514500-515000,500,14.7909,0.029582
515000-515500,500,15.0618,0.030124
515500-516000,500,15.0326,0.030065
516000-516500,500,14.8735,0.029747
516500-517000,500,15.6334,0.031267
517000-517500,500,15.5995,0.031199
517500-518000,500,14.2948,0.028590
518000-518500,500,14.6244,0.029249
518500-519000,500,14.9188,0.029838
519000-519500,500,14.7231,0.029446
519500-520000,500,14.9015,0.029803
520000-520500,500,15.7033,0.031407
520500-521000,500,14.6478,0.029296
521000-521500,500,15.2368,0.030474
521500-522000,500,14.6813,0.029363
522000-522500,500,14.2554,0.028511
522500-523000,500,14.3163,0.028633
523000-523500,500,15.8075,0.031615
523500-524000,500,16.2707,0.032541
524000-524500,500,15.2572,0.030514
524500-525000,500,15.2388,0.030478
525000-525500,500,14.4505,0.028901
525500-526000,500,15.0590,0.030118
526000-526500,500,15.4124,0.030825
526500-527000,500,15.1122,0.030224
527000-527500,500,14.5948,0.029190
527500-528000,500,14.5998,0.029200
528000-528500,500,14.9922,0.029984
528500-529000,500,15.2300,0.030460
529000-529500,500,14.1147,0.028229
529500-530000,500,14.0934,0.028187
530000-530500,500,14.2807,0.028561
530500-531000,500,14.7671,0.029534
531000-531500,500,14.4214,0.028843
531500-532000,500,14.7230,0.029446
532000-532500,500,15.3614,0.030723
532500-533000,500,15.2176,0.030435
533000-533500,500,15.0042,0.030008
533500-534000,500,15.0008,0.030002
534000-534500,500,15.4403,0.030881
534500-535000,500,15.7267,0.031453
535000-535500,500,15.1473,0.030295
535500-536000,500,14.3694,0.028739
536000-536500,500,15.7401,0.031480
536500-537000,500,14.9246,0.029849
537000-537500,500,14.3200,0.028640
537500-538000,500,15.6746,0.031349
538000-538500,500,15.6587,0.031317
538500-539000,500,14.6960,0.029392
539000-539500,500,14.8281,0.029656
539500-540000,500,14.7344,0.029469
540000-540500,500,14.9204,0.029841
540500-541000,500,15.0007,0.030001
541000-541500,500,15.4252,0.030850
541500-542000,500,14.8171,0.029634
542000-542500,500,15.5445,0.031089
542500-543000,500,14.9693,0.029939
543000-543500,500,15.1489,0.030298
543500-544000,500,15.3950,0.030790
544000-544500,500,14.1628,0.028326
544500-545000,500,14.6714,0.029343
545000-545500,500,15.0498,0.030100
545500-546000,500,15.1702,0.030340
546000-546500,500,14.8729,0.029746
546500-547000,500,15.1342,0.030268
547000-547500,500,15.8826,0.031765
547500-548000,500,14.7047,0.029409
548000-548500,500,15.1034,0.030207
548500-549000,500,14.8627,0.029725
549000-549500,500,14.3988,0.028798
549500-550000,500,13.7118,0.027424
550000-550500,500,13.9842,0.027968
550500-551000,500,15.1925,0.030385
551000-551500,500,15.6800,0.031360
551500-552000,500,14.5897,0.029179
552000-552500,500,15.8223,0.031645
552500-553000,500,15.2584,0.030517
553000-553500,500,14.2743,0.028549
553500-554000,500,15.6866,0.031373
554000-554500,500,15.1400,0.030280
554500-555000,500,14.4026,0.028805
555000-555500,500,17.7536,0.035507
555500-556000,500,14.3667,0.028733
556000-556500,500,14.4379,0.028876
556500-557000,500,14.8499,0.029700
557000-557500,500,15.8869,0.031774
557500-558000,500,15.3877,0.030775
558000-558500,500,14.6156,0.029231
558500-559000,500,14.8674,0.029735
559000-559500,500,14.6572,0.029314
559500-560000,500,15.4803,0.030961
560000-560500,500,15.0991,0.030198
560500-561000,500,15.4881,0.030976
561000-561500,500,14.5805,0.029161
561500-562000,500,15.3420,0.030684
562000-562500,500,15.2618,0.030524
562500-563000,500,14.7333,0.029467
563000-563500,500,15.5040,0.031008
563500-564000,500,14.6670,0.029334
564000-564500,500,15.3517,0.030703
564500-565000,500,14.7755,0.029551
565000-565500,500,14.9889,0.029978
565500-566000,500,15.0111,0.030022
566000-566500,500,15.6009,0.031202
566500-567000,500,15.2742,0.030548
567000-567500,500,15.5359,0.031072
567500-568000,500,14.6947,0.029389
568000-568500,500,15.7103,0.031421
568500-569000,500,14.9851,0.029970
569000-569500,500,15.5963,0.031193
569500-570000,500,14.9470,0.029894
570000-570500,500,15.3385,0.030677
570500-571000,500,15.1139,0.030228
571000-571500,500,15.5190,0.031038
571500-572000,500,14.9058,0.029812
572000-572500,500,15.1429,0.030286
572500-573000,500,15.4224,0.030845
573000-573500,500,15.7855,0.031571
573500-574000,500,14.6150,0.029230
574000-574500,500,14.5370,0.029074
574500-575000,500,15.4630,0.030926
575000-575500,500,15.9035,0.031807
575500-576000,500,15.2692,0.030538
576000-576500,500,14.5531,0.029106
576500-577000,500,15.3365,0.030673
577000-577500,500,14.4872,0.028974
577500-578000,500,14.6817,0.029363
578000-578500,500,15.1550,0.030310
578500-579000,500,15.2722,0.030544
579000-579500,500,14.3033,0.028607
579500-580000,500,15.4907,0.030981
580000-580500,500,14.8847,0.029769
580500-581000,500,14.4741,0.028948
581000-581500,500,14.3729,0.028746
581500-582000,500,15.3303,0.030661
582000-582500,500,15.3927,0.030785
582500-583000,500,14.8133,0.029627
583000-583500,500,15.4890,0.030978
583500-584000,500,15.2802,0.030560
584000-584500,500,15.4515,0.030903
584500-585000,500,15.6024,0.031205
585000-585500,500,16.1133,0.032227
585500-586000,500,14.9636,0.029927
586000-586500,500,14.8689,0.029738
586500-587000,500,14.4556,0.028911
587000-587500,500,15.1971,0.030394
587500-588000,500,14.4262,0.028852
588000-588500,500,14.7213,0.029443
588500-589000,500,14.9479,0.029896
589000-589500,500,15.3273,0.030655
589500-590000,500,15.2147,0.030429
590000-590500,500,15.2535,0.030507
590500-591000,500,14.1066,0.028213
591000-591500,500,14.8827,0.029765
591500-592000,500,15.2379,0.030476
592000-592500,500,15.5302,0.031060
592500-593000,500,15.0164,0.030033
593000-593500,500,15.9536,0.031907
593500-594000,500,14.8241,0.029648
594000-594500,500,15.1420,0.030284
594500-595000,500,14.6333,0.029267
595000-595500,500,14.6947,0.029389
595500-596000,500,15.6934,0.031387
596000-596500,500,15.8035,0.031607
596500-597000,500,15.1761,0.030352
597000-597500,500,13.9590,0.027918
597500-598000,500,14.2700,0.028540
598000-598500,500,14.1860,0.028372
598500-599000,500,15.9287,0.031857
599000-599500,500,15.1341,0.030268
599500-600000,500,15.1653,0.030331
600000-600500,500,15.4079,0.030816
600500-601000,500,14.9897,0.029979
601000-601500,500,15.0717,0.030143
601500-602000,500,15.4795,0.030959
602000-602500,500,14.8443,0.029689
602500-603000,500,14.6444,0.029289
603000-603500,500,15.3732,0.030746
603500-604000,500,14.5943,0.029189
604000-604500,500,15.8571,0.031714
604500-605000,500,14.5248,0.029050
605000-605500,500,15.4171,0.030834
605500-606000,500,14.3621,0.028724
606000-606500,500,15.6425,0.031285
606500-607000,500,15.8083,0.031617
607000-607500,500,15.4199,0.030840
607500-608000,500,15.0582,0.030116
608000-608500,500,14.9360,0.029872
608500-609000,500,14.9272,0.029854
609000-609500,500,15.1098,0.030220
609500-610000,500,14.2218,0.028444
610000-610500,500,14.0911,0.028182
610500-611000,500,15.4663,0.030933
611000-611500,500,15.7620,0.031524
611500-612000,500,15.2330,0.030466
612000-612500,500,15.5826,0.031165
612500-613000,500,14.7634,0.029527
613000-613500,500,15.5888,0.031178
613500-614000,500,15.2850,0.030570
614000-614500,500,15.7350,0.031470
614500-615000,500,14.6362,0.029272
615000-615500,500,15.3077,0.030615
615500-616000,500,14.2732,0.028546
616000-616500,500,14.7993,0.029599
616500-617000,500,14.7006,0.029401
617000-617500,500,14.8933,0.029787
617500-618000,500,14.9010,0.029802
618000-618500,500,14.2749,0.028550
618500-619000,500,14.6725,0.029345
619000-619500,500,14.2710,0.028542
619500-620000,500,15.4581,0.030916
620000-620500,500,15.5435,0.031087
620500-621000,500,15.7734,0.031547
621000-621500,500,14.2901,0.028580
621500-622000,500,14.5694,0.029139
622000-622500,500,15.6388,0.031278
622500-623000,500,14.2949,0.028590
623000-623500,500,14.9891,0.029978
623500-624000,500,14.1292,0.028258
624000-624500,500,15.4980,0.030996
624500-625000,500,14.9574,0.029915
625000-625500,500,15.1819,0.030364
625500-626000,500,15.6162,0.031232
626000-626500,500,15.0408,0.030082
626500-627000,500,15.2760,0.030552
627000-627500,500,14.8400,0.029680
627500-628000,500,14.5738,0.029148
628000-628500,500,14.4279,0.028856
628500-629000,500,14.7493,0.029499
629000-629500,500,15.2013,0.030403
629500-630000,500,15.6591,0.031318
630000-630500,500,15.2143,0.030429
630500-631000,500,15.1798,0.030360
631000-631500,500,14.5943,0.029189
631500-632000,500,13.9696,0.027939
632000-632500,500,14.7079,0.029416
632500-633000,500,14.1284,0.028257
633000-633500,500,15.0773,0.030155
633500-634000,500,15.4130,0.030826
634000-634500,500,14.9425,0.029885
634500-635000,500,15.1595,0.030319
635000-635500,500,14.5924,0.029185
635500-636000,500,14.3567,0.028713
636000-636500,500,15.4184,0.030837
636500-637000,500,15.1466,0.030293
637000-637500,500,14.6348,0.029270
637500-638000,500,15.1879,0.030376
638000-638500,500,15.3699,0.030740
638500-639000,500,14.8478,0.029696
639000-639500,500,14.6879,0.029376
639500-640000,500,15.2567,0.030513
640000-640500,500,14.8070,0.029614
640500-641000,500,14.2883,0.028577
641000-641500,500,14.9962,0.029992
641500-642000,500,16.2816,0.032563
642000-642500,500,15.5063,0.031013
642500-643000,500,13.8146,0.027629
643000-643500,500,14.6664,0.029333
643500-644000,500,14.4332,0.028866
644000-644500,500,15.1227,0.030245
644500-645000,500,16.1319,0.032264
645000-645500,500,15.1866,0.030373
645500-646000,500,15.3360,0.030672
646000-646500,500,15.0180,0.030036
646500-647000,500,15.3472,0.030694
647000-647500,500,15.6670,0.031334
647500-648000,500,14.4111,0.028822
648000-648500,500,16.1004,0.032201
648500-649000,500,15.1039,0.030208
649000-649500,500,14.4489,0.028898
649500-650000,500,14.4728,0.028946
650000-650500,500,14.3339,0.028668
650500-651000,500,15.9257,0.031851
651000-651500,500,15.6140,0.031228
651500-652000,500,14.9982,0.029996
652000-652500,500,15.5117,0.031023
652500-653000,500,14.1535,0.028307
653000-653500,500,14.5752,0.029150
653500-654000,500,14.2134,0.028427
654000-654500,500,15.4348,0.030870
654500-655000,500,16.2199,0.032440
655000-655500,500,14.2744,0.028549
655500-656000,500,15.0562,0.030112
656000-656500,500,15.1592,0.030318
656500-657000,500,15.6504,0.031301
657000-657500,500,15.1137,0.030227
657500-658000,500,14.5013,0.029003
658000-658500,500,14.8951,0.029790
658500-659000,500,15.5301,0.031060
659000-659500,500,15.5549,0.031110
659500-660000,500,15.8363,0.031673
660000-660500,500,14.5813,0.029163
660500-661000,500,14.9961,0.029992
661000-661500,500,14.6091,0.029218
661500-662000,500,14.5700,0.029140
662000-662500,500,14.7101,0.029420
662500-663000,500,14.6112,0.029222
663000-663500,500,14.6769,0.029354
663500-664000,500,15.6587,0.031317
664000-664500,500,15.1175,0.030235
664500-665000,500,15.2130,0.030426
665000-665500,500,15.1071,0.030214
665500-666000,500,15.3454,0.030691
666000-666500,500,15.4107,0.030821
666500-667000,500,15.0994,0.030199
667000-667500,500,15.2378,0.030476
667500-668000,500,15.8042,0.031608
668000-668500,500,15.4061,0.030812
668500-669000,500,14.8987,0.029797
669000-669500,500,14.9825,0.029965
669500-670000,500,16.1979,0.032396
670000-670500,500,14.8106,0.029621
670500-671000,500,14.8747,0.029749
671000-671500,500,15.3116,0.030623
671500-672000,500,15.2951,0.030590
672000-672500,500,14.3173,0.028635
672500-673000,500,14.7481,0.029496
673000-673500,500,14.6477,0.029295
673500-674000,500,14.9949,0.029990
674000-674500,500,15.0346,0.030069
674500-675000,500,14.1385,0.028277
675000-675500,500,14.9563,0.029913
675500-676000,500,15.6290,0.031258
676000-676500,500,14.2302,0.028460
676500-677000,500,15.5715,0.031143
677000-677500,500,15.5434,0.031087
677500-678000,500,14.1080,0.028216
678000-678500,500,14.3665,0.028733
678500-679000,500,15.3320,0.030664
679000-679500,500,14.6208,0.029242
679500-680000,500,14.7003,0.029401
680000-680500,500,14.8603,0.029721
680500-681000,500,14.2724,0.028545
681000-681500,500,15.5207,0.031041
681500-682000,500,15.0063,0.030013
682000-682500,500,16.0983,0.032197
682500-683000,500,14.9949,0.029990
683000-683500,500,14.8598,0.029720
683500-684000,500,15.0981,0.030196
684000-684500,500,14.7229,0.029446
684500-685000,500,15.1536,0.030307
685000-685500,500,18.5305,0.037061
685500-686000,500,14.0695,0.028139
686000-686500,500,14.8877,0.029775
686500-687000,500,15.0107,0.030021
687000-687500,500,14.3582,0.028716
687500-688000,500,15.2472,0.030494
688000-688500,500,15.5740,0.031148
688500-689000,500,15.5840,0.031168
689000-689500,500,14.9157,0.029831
689500-690000,500,14.9642,0.029928
690000-690500,500,14.8692,0.029738
690500-691000,500,14.7054,0.029411
691000-691500,500,14.6900,0.029380
691500-692000,500,15.1426,0.030285
692000-692500,500,14.0583,0.028117
692500-693000,500,14.4392,0.028878
693000-693500,500,14.7139,0.029428
693500-694000,500,14.3916,0.028783
694000-694500,500,14.7072,0.029414
694500-695000,500,15.2615,0.030523
695000-695500,500,14.7136,0.029427
695500-696000,500,14.5333,0.029067
696000-696500,500,14.5534,0.029107
696500-697000,500,15.0419,0.030084
697000-697500,500,14.3629,0.028726
697500-698000,500,14.7184,0.029437
698000-698500,500,14.0711,0.028142
698500-699000,500,14.8128,0.029626
699000-699500,500,14.7632,0.029526
699500-700000,500,14.7701,0.029540
700000-700500,500,14.7308,0.029462
700500-701000,500,14.5096,0.029019
701000-701500,500,14.8440,0.029688
701500-702000,500,14.8827,0.029765
702000-702500,500,14.5860,0.029172
702500-703000,500,14.2559,0.028512
703000-703500,500,15.5276,0.031055
703500-704000,500,15.4909,0.030982
704000-704500,500,15.1736,0.030347
704500-705000,500,14.8294,0.029659
705000-705500,500,15.2172,0.030434
705500-706000,500,15.6098,0.031220
706000-706500,500,14.7823,0.029565
706500-707000,500,14.4305,0.028861
707000-707500,500,15.0100,0.030020
707500-708000,500,15.4471,0.030894
708000-708500,500,15.3185,0.030637
708500-709000,500,14.7990,0.029598
709000-709500,500,15.5091,0.031018
709500-710000,500,15.1984,0.030397
710000-710500,500,15.3692,0.030738
710500-711000,500,15.1159,0.030232
711000-711500,500,15.6683,0.031337
711500-712000,500,14.8410,0.029682
712000-712500,500,14.3364,0.028673
712500-713000,500,14.6628,0.029326
713000-713500,500,14.7434,0.029487
713500-714000,500,15.1284,0.030257
714000-714500,500,15.0739,0.030148
714500-715000,500,14.7686,0.029537
715000-715500,500,15.4820,0.030964
715500-716000,500,15.8057,0.031611
716000-716500,500,14.8693,0.029739
716500-717000,500,15.3673,0.030735
717000-717500,500,15.1195,0.030239
717500-718000,500,15.1768,0.030354
718000-718500,500,14.7544,0.029509
718500-719000,500,14.8000,0.029600
719000-719500,500,15.8643,0.031729
719500-720000,500,15.1304,0.030261
720000-720500,500,14.2047,0.028409
720500-721000,500,14.9276,0.029855
721000-721500,500,15.0292,0.030058
721500-722000,500,15.0924,0.030185
722000-722500,500,15.1303,0.030261
722500-723000,500,14.3028,0.028606
723000-723500,500,14.5127,0.029025
723500-724000,500,14.5980,0.029196
724000-724500,500,14.6391,0.029278
724500-725000,500,14.9330,0.029866
725000-725500,500,15.5088,0.031018
725500-726000,500,15.0408,0.030082
726000-726500,500,15.0328,0.030066
726500-727000,500,15.1332,0.030266
727000-727500,500,15.2063,0.030413
727500-728000,500,14.2499,0.028500
728000-728500,500,13.9665,0.027933
728500-729000,500,13.9793,0.027959
729000-729500,500,15.3754,0.030751
729500-730000,500,14.6852,0.029370
730000-730500,500,14.3899,0.028780
730500-731000,500,14.7446,0.029489
731000-731500,500,14.2827,0.028565
731500-732000,500,15.2340,0.030468
732000-732500,500,15.1827,0.030365
732500-733000,500,15.1535,0.030307
733000-733500,500,15.3962,0.030792
733500-734000,500,15.0296,0.030059
734000-734500,500,15.0842,0.030168
734500-735000,500,14.8859,0.029772
735000-735500,500,15.5103,0.031021
735500-736000,500,16.0024,0.032005
736000-736500,500,14.9727,0.029945
736500-737000,500,14.3663,0.028733
737000-737500,500,14.7021,0.029404
737500-738000,500,14.5756,0.029151
738000-738500,500,15.2491,0.030498
738500-739000,500,15.4301,0.030860
739000-739500,500,14.9512,0.029902
739500-740000,500,13.9456,0.027891
740000-740500,500,15.2854,0.030571
740500-741000,500,14.5261,0.029052
741000-741500,500,14.9781,0.029956
741500-742000,500,14.9632,0.029926
742000-742500,500,15.0071,0.030014
742500-743000,500,15.5429,0.031086
743000-743500,500,14.8973,0.029795
743500-744000,500,15.0870,0.030174
744000-744500,500,14.8017,0.029603
744500-745000,500,14.0093,0.028019
745000-745500,500,14.7149,0.029430
745500-746000,500,15.5641,0.031128
746000-746500,500,14.7863,0.029573
746500-747000,500,14.9459,0.029892
747000-747500,500,15.2636,0.030527
747500-748000,500,15.3224,0.030645
748000-748500,500,15.2450,0.030490
748500-749000,500,15.0369,0.030074
749000-749500,500,15.6036,0.031207
749500-750000,500,15.5262,0.031052
750000-750500,500,15.1006,0.030201
750500-751000,500,14.7069,0.029414
751000-751500,500,14.6911,0.029382
751500-752000,500,14.2154,0.028431
752000-752500,500,15.0869,0.030174
752500-753000,500,14.2326,0.028465
753000-753500,500,14.5495,0.029099
753500-754000,500,14.1655,0.028331
754000-754500,500,15.0078,0.030016
754500-755000,500,15.4183,0.030837
755000-755500,500,15.6261,0.031252
755500-756000,500,14.2818,0.028564
756000-756500,500,15.3170,0.030634
756500-757000,500,14.9593,0.029919
757000-757500,500,15.1195,0.030239
757500-758000,500,14.4643,0.028929
758000-758500,500,14.8268,0.029654
758500-759000,500,14.4215,0.028843
759000-759500,500,15.6351,0.031270
759500-760000,500,14.6545,0.029309
760000-760500,500,15.0044,0.030009
760500-761000,500,14.6111,0.029222
761000-761500,500,15.3170,0.030634
761500-762000,500,14.6724,0.029345
762000-762500,500,15.1591,0.030318
762500-763000,500,14.7143,0.029429
763000-763500,500,14.7413,0.029483
763500-764000,500,14.9861,0.029972
764000-764500,500,15.8339,0.031668
764500-765000,500,15.0158,0.030032
765000-765500,500,14.8456,0.029691
765500-766000,500,15.2632,0.030526
766000-766500,500,14.6722,0.029344
766500-767000,500,14.6624,0.029325
767000-767500,500,14.3615,0.028723
767500-768000,500,15.0390,0.030078
768000-768500,500,14.7081,0.029416
768500-769000,500,15.3440,0.030688
769000-769500,500,14.4933,0.028987
769500-770000,500,15.1805,0.030361
770000-770500,500,14.7112,0.029422
770500-771000,500,15.2124,0.030425
771000-771500,500,14.9128,0.029826
771500-772000,500,14.6831,0.029366
772000-772500,500,14.6037,0.029207
772500-773000,500,14.8369,0.029674
773000-773500,500,14.3938,0.028788
