Step Range,Steps,Time (seconds),Time per Step (seconds)
773500-774000,500,15.1934,0.030387
774000-774500,500,14.8975,0.029795
774500-775000,500,15.1041,0.030208
775000-775500,500,15.3272,0.030654
775500-776000,500,14.8129,0.029626
776000-776500,500,15.4617,0.030923
776500-777000,500,14.0945,0.028189
777000-777500,500,15.1122,0.030224
777500-778000,500,14.5575,0.029115
778000-778500,500,15.2123,0.030425
778500-779000,500,15.0286,0.030057
779000-779500,500,14.0471,0.028094
779500-780000,500,14.8051,0.029610
780000-780500,500,14.9341,0.029868
780500-781000,500,14.8088,0.029618
781000-781500,500,15.2101,0.030420
781500-782000,500,15.4930,0.030986
782000-782500,500,15.1681,0.030336
782500-783000,500,15.6021,0.031204
783000-783500,500,15.5608,0.031122
783500-784000,500,14.2761,0.028552
784000-784500,500,15.5029,0.031006
784500-785000,500,14.5148,0.029030
785000-785500,500,14.3672,0.028734
785500-786000,500,15.5634,0.031127
786000-786500,500,14.6497,0.029299
786500-787000,500,15.8445,0.031689
787000-787500,500,14.9124,0.029825
787500-788000,500,14.3898,0.028780
788000-788500,500,14.8818,0.029764
788500-789000,500,15.3350,0.030670
789000-789500,500,15.5333,0.031067
789500-790000,500,15.1913,0.030383
790000-790500,500,14.2483,0.028497
790500-791000,500,14.8195,0.029639
791000-791500,500,14.4268,0.028854
791500-792000,500,15.0017,0.030003
792000-792500,500,14.6761,0.029352
792500-793000,500,14.1702,0.028340
793000-793500,500,15.2196,0.030439
793500-794000,500,15.1246,0.030249
794000-794500,500,14.6154,0.029231
794500-795000,500,14.6095,0.029219
795000-795500,500,14.9238,0.029848
795500-796000,500,15.3510,0.030702
796000-796500,500,14.6438,0.029288
796500-797000,500,14.6528,0.029306
797000-797500,500,14.7972,0.029594
797500-798000,500,14.4994,0.028999
798000-798500,500,14.7338,0.029468
798500-799000,500,14.7392,0.029478
799000-799500,500,14.7558,0.029512
799500-800000,500,14.2023,0.028405
800000-800500,500,14.5673,0.029135
800500-801000,500,14.3889,0.028778
801000-801500,500,14.8502,0.029700
801500-802000,500,14.6088,0.029218
802000-802500,500,15.6341,0.031268
802500-803000,500,14.8214,0.029643
803000-803500,500,14.7257,0.029451
803500-804000,500,15.2168,0.030434
804000-804500,500,14.7063,0.029413
804500-805000,500,14.4256,0.028851
805000-805500,500,14.6648,0.029330
805500-806000,500,14.3632,0.028726
806000-806500,500,14.2869,0.028574
806500-807000,500,15.0746,0.030149
807000-807500,500,14.4723,0.028945
807500-808000,500,14.4044,0.028809
808000-808500,500,15.5871,0.031174
808500-809000,500,15.2058,0.030412
809000-809500,500,15.6522,0.031304
809500-810000,500,14.4282,0.028856
810000-810500,500,14.7643,0.029529
810500-811000,500,14.9970,0.029994
811000-811500,500,14.8618,0.029724
811500-812000,500,15.6709,0.031342
812000-812500,500,15.8951,0.031790
812500-813000,500,15.4759,0.030952
813000-813500,500,15.0974,0.030195
813500-814000,500,15.2438,0.030488
814000-814500,500,14.3763,0.028753
814500-815000,500,15.3808,0.030762
815000-815500,500,15.1585,0.030317
815500-816000,500,14.6637,0.029327
816000-816500,500,13.9831,0.027966
816500-817000,500,14.0979,0.028196
817000-817500,500,15.4202,0.030840
817500-818000,500,14.6738,0.029348
818000-818500,500,14.5328,0.029066
818500-819000,500,13.8143,0.027629
819000-819500,500,15.3665,0.030733
819500-820000,500,15.0271,0.030054
820000-820500,500,19.2558,0.038512
820500-821000,500,14.8592,0.029718
821000-821500,500,15.0803,0.030161
821500-822000,500,15.6164,0.031233
822000-822500,500,15.8146,0.031629
822500-823000,500,14.3847,0.028769
823000-823500,500,14.8957,0.029791
823500-824000,500,14.3481,0.028696
824000-824500,500,15.0566,0.030113
824500-825000,500,15.1196,0.030239
825000-825500,500,14.3473,0.028695
825500-826000,500,14.5138,0.029028
826000-826500,500,14.6449,0.029290
826500-827000,500,14.3601,0.028720
827000-827500,500,15.0688,0.030138
827500-828000,500,14.4288,0.028858
828000-828500,500,14.2265,0.028453
828500-829000,500,14.3991,0.028798
829000-829500,500,15.4533,0.030907
829500-830000,500,14.3663,0.028733
830000-830500,500,14.8621,0.029724
830500-831000,500,14.7887,0.029577
831000-831500,500,14.0061,0.028012
831500-832000,500,13.8126,0.027625
832000-832500,500,15.6945,0.031389
832500-833000,500,14.7458,0.029492
833000-833500,500,15.3571,0.030714
833500-834000,500,15.3615,0.030723
834000-834500,500,14.3387,0.028677
834500-835000,500,15.0175,0.030035
835000-835500,500,15.2557,0.030511
835500-836000,500,15.3694,0.030739
836000-836500,500,15.0105,0.030021
836500-837000,500,14.6352,0.029270
837000-837500,500,14.5732,0.029146
837500-838000,500,14.2118,0.028424
838000-838500,500,15.0306,0.030061
838500-839000,500,15.0089,0.030018
839000-839500,500,15.4928,0.030986
839500-840000,500,15.5042,0.031008
840000-840500,500,15.0530,0.030106
840500-841000,500,15.1139,0.030228
841000-841500,500,15.5973,0.031195
841500-842000,500,13.9242,0.027848
842000-842500,500,15.4435,0.030887
842500-843000,500,15.1161,0.030232
843000-843500,500,14.7772,0.029554
843500-844000,500,15.1332,0.030266
844000-844500,500,14.8071,0.029614
844500-845000,500,15.2808,0.030562
845000-845500,500,15.2489,0.030498
845500-846000,500,15.4058,0.030812
846000-846500,500,15.5583,0.031117
846500-847000,500,15.6265,0.031253
847000-847500,500,14.6537,0.029307
847500-848000,500,15.3391,0.030678
848000-848500,500,15.3532,0.030706
848500-849000,500,15.1358,0.030272
849000-849500,500,15.3044,0.030609
849500-850000,500,15.0372,0.030074
850000-850500,500,15.6245,0.031249
850500-851000,500,15.0910,0.030182
851000-851500,500,15.4563,0.030913
851500-852000,500,14.8270,0.029654
852000-852500,500,14.9512,0.029902
852500-853000,500,14.8388,0.029678
853000-853500,500,15.4311,0.030862
853500-854000,500,15.1179,0.030236
854000-854500,500,15.0897,0.030179
854500-855000,500,14.6275,0.029255
855000-855500,500,14.9573,0.029915
855500-856000,500,14.2526,0.028505
856000-856500,500,14.7755,0.029551
856500-857000,500,16.2920,0.032584
857000-857500,500,15.1384,0.030277
857500-858000,500,14.6230,0.029246
858000-858500,500,14.6585,0.029317
858500-859000,500,14.2917,0.028583
859000-859500,500,14.9129,0.029826
859500-860000,500,14.5324,0.029065
860000-860500,500,15.0308,0.030062
860500-861000,500,14.8667,0.029733
861000-861500,500,15.1574,0.030315
861500-862000,500,14.9483,0.029897
862000-862500,500,15.3640,0.030728
862500-863000,500,14.5717,0.029143
863000-863500,500,14.3302,0.028660
863500-864000,500,15.3720,0.030744
864000-864500,500,14.6799,0.029360
864500-865000,500,15.6374,0.031275
865000-865500,500,15.7652,0.031530
865500-866000,500,15.7720,0.031544
866000-866500,500,14.6151,0.029230
866500-867000,500,15.0681,0.030136
867000-867500,500,15.0176,0.030035
867500-868000,500,15.3146,0.030629
868000-868500,500,15.6661,0.031332
868500-869000,500,15.5532,0.031106
869000-869500,500,15.3758,0.030752
869500-870000,500,15.3733,0.030747
870000-870500,500,15.3195,0.030639
870500-871000,500,14.7839,0.029568
871000-871500,500,14.3853,0.028771
871500-872000,500,14.6991,0.029398
872000-872500,500,14.6640,0.029328
872500-873000,500,15.8575,0.031715
873000-873500,500,14.6739,0.029348
873500-874000,500,15.6536,0.031307
874000-874500,500,14.1744,0.028349
874500-875000,500,14.7458,0.029492
875000-875500,500,14.6913,0.029383
875500-876000,500,14.6709,0.029342
876000-876500,500,14.6945,0.029389
876500-877000,500,14.1273,0.028255
877000-877500,500,14.7257,0.029451
877500-878000,500,14.7636,0.029527
878000-878500,500,14.2720,0.028544
878500-879000,500,14.4823,0.028965
879000-879500,500,14.5679,0.029136
879500-880000,500,13.8259,0.027652
880000-880500,500,14.8025,0.029605
880500-881000,500,14.6590,0.029318
881000-881500,500,15.2664,0.030533
881500-882000,500,15.2098,0.030420
882000-882500,500,15.4535,0.030907
882500-883000,500,14.6608,0.029322
883000-883500,500,15.8954,0.031791
883500-884000,500,14.5336,0.029067
884000-884500,500,15.5488,0.031098
884500-885000,500,14.5770,0.029154
885000-885500,500,14.7335,0.029467
885500-886000,500,15.3082,0.030616
886000-886500,500,15.3723,0.030745
886500-887000,500,15.4263,0.030853
887000-887500,500,15.9255,0.031851
887500-888000,500,14.6285,0.029257
888000-888500,500,14.7349,0.029470
888500-889000,500,14.7826,0.029565
889000-889500,500,15.5067,0.031013
889500-890000,500,15.3681,0.030736
890000-890500,500,14.4776,0.028955
890500-891000,500,14.5195,0.029039
891000-891500,500,14.4499,0.028900
891500-892000,500,15.3051,0.030610
892000-892500,500,15.3101,0.030620
892500-893000,500,14.5814,0.029163
893000-893500,500,14.6585,0.029317
893500-894000,500,15.7908,0.031582
894000-894500,500,15.4921,0.030984
894500-895000,500,15.1513,0.030303
895000-895500,500,15.1859,0.030372
895500-896000,500,15.6006,0.031201
896000-896500,500,14.2661,0.028532
896500-897000,500,14.4387,0.028877
897000-897500,500,14.3853,0.028771
897500-898000,500,14.7375,0.029475
898000-898500,500,14.9977,0.029995
898500-899000,500,14.8186,0.029637
899000-899500,500,15.0967,0.030193
899500-900000,500,15.7912,0.031582
900000-900500,500,15.1524,0.030305
900500-901000,500,14.9555,0.029911
901000-901500,500,13.6700,0.027340
901500-902000,500,15.0751,0.030150
902000-902500,500,13.8677,0.027735
902500-903000,500,14.9432,0.029886
903000-903500,500,15.7725,0.031545
903500-904000,500,15.4826,0.030965
904000-904500,500,14.8594,0.029719
904500-905000,500,15.1059,0.030212
905000-905500,500,15.7150,0.031430
905500-906000,500,15.3558,0.030712
906000-906500,500,14.6565,0.029313
906500-907000,500,15.3634,0.030727
907000-907500,500,14.7156,0.029431
907500-908000,500,15.5698,0.031140
908000-908500,500,15.9157,0.031831
908500-909000,500,15.4083,0.030817
909000-909500,500,15.2655,0.030531
909500-910000,500,15.5989,0.031198
910000-910500,500,15.2443,0.030489
910500-911000,500,16.2742,0.032548
911000-911500,500,14.6252,0.029250
911500-912000,500,15.1404,0.030281
912000-912500,500,14.9507,0.029901
912500-913000,500,15.5839,0.031168
913000-913500,500,14.4801,0.028960
913500-914000,500,14.5712,0.029142
914000-914500,500,15.2514,0.030503
914500-915000,500,14.9747,0.029949
915000-915500,500,15.1662,0.030332
915500-916000,500,15.0138,0.030028
916000-916500,500,15.5213,0.031043
916500-917000,500,15.2244,0.030449
917000-917500,500,14.6394,0.029279
917500-918000,500,15.0377,0.030075
918000-918500,500,14.8220,0.029644
918500-919000,500,14.7868,0.029574
919000-919500,500,14.7629,0.029526
919500-920000,500,14.2106,0.028421
920000-920500,500,14.6493,0.029299
920500-921000,500,15.2536,0.030507
921000-921500,500,14.1634,0.028327
921500-922000,500,14.8380,0.029676
922000-922500,500,14.0280,0.028056
922500-923000,500,15.3064,0.030613
923000-923500,500,14.5801,0.029160
923500-924000,500,16.3038,0.032608
924000-924500,500,15.4593,0.030919
924500-925000,500,14.9262,0.029852
925000-925500,500,14.3173,0.028635
925500-926000,500,14.4980,0.028996
926000-926500,500,14.3076,0.028615
926500-927000,500,14.7164,0.029433
927000-927500,500,14.7509,0.029502
927500-928000,500,15.4655,0.030931
928000-928500,500,14.6453,0.029291
928500-929000,500,16.0712,0.032142
929000-929500,500,14.7813,0.029563
929500-930000,500,15.2507,0.030501
930000-930500,500,14.4567,0.028913
930500-931000,500,15.3006,0.030601
931000-931500,500,15.0543,0.030109
931500-932000,500,14.7287,0.029457
932000-932500,500,15.4834,0.030967
932500-933000,500,14.7002,0.029400
933000-933500,500,14.8400,0.029680
933500-934000,500,14.8746,0.029749
934000-934500,500,14.4087,0.028817
934500-935000,500,14.9250,0.029850
935000-935500,500,14.7351,0.029470
935500-936000,500,15.1075,0.030215
936000-936500,500,14.6404,0.029281
936500-937000,500,15.4199,0.030840
937000-937500,500,14.4992,0.028998
937500-938000,500,15.8277,0.031655
938000-938500,500,15.2154,0.030431
938500-939000,500,13.9939,0.027988
939000-939500,500,14.5931,0.029186
939500-940000,500,14.8210,0.029642
940000-940500,500,15.6040,0.031208
940500-941000,500,15.2988,0.030598
941000-941500,500,14.4527,0.028905
941500-942000,500,14.9759,0.029952
942000-942500,500,15.1304,0.030261
942500-943000,500,16.0768,0.032154
943000-943500,500,15.4709,0.030942
943500-944000,500,14.8679,0.029736
944000-944500,500,15.5238,0.031048
944500-945000,500,14.4419,0.028884
945000-945500,500,15.1025,0.030205
945500-946000,500,14.3504,0.028701
946000-946500,500,14.9132,0.029826
946500-947000,500,15.0047,0.030009
947000-947500,500,14.6724,0.029345
947500-948000,500,14.8984,0.029797
948000-948500,500,14.9270,0.029854
948500-949000,500,14.6016,0.029203
949000-949500,500,15.0539,0.030108
949500-950000,500,14.4122,0.028824
950000-950500,500,15.3238,0.030648
950500-951000,500,17.8601,0.035720
951000-951500,500,15.0372,0.030074
951500-952000,500,15.5969,0.031194
952000-952500,500,14.7807,0.029561
952500-953000,500,14.9606,0.029921
953000-953500,500,15.2232,0.030446
953500-954000,500,14.7855,0.029571
954000-954500,500,13.8324,0.027665
954500-955000,500,15.1780,0.030356
955000-955500,500,14.6087,0.029217
955500-956000,500,15.0224,0.030045
956000-956500,500,15.0977,0.030195
956500-957000,500,14.9002,0.029800
957000-957500,500,14.9449,0.029890
957500-958000,500,14.9749,0.029950
958000-958500,500,15.2159,0.030432
958500-959000,500,15.1047,0.030209
959000-959500,500,15.5185,0.031037
959500-960000,500,14.4874,0.028975
960000-960500,500,14.7998,0.029600
960500-961000,500,15.0061,0.030012
961000-961500,500,14.4057,0.028811
961500-962000,500,15.0733,0.030147
962000-962500,500,15.4565,0.030913
962500-963000,500,15.8682,0.031736
963000-963500,500,15.6503,0.031301
963500-964000,500,15.0359,0.030072
964000-964500,500,14.2347,0.028469
964500-965000,500,15.1324,0.030265
965000-965500,500,14.3495,0.028699
965500-966000,500,15.8090,0.031618
966000-966500,500,15.6580,0.031316
966500-967000,500,14.4801,0.028960
967000-967500,500,14.7079,0.029416
967500-968000,500,14.9534,0.029907
968000-968500,500,15.0202,0.030040
968500-969000,500,15.1143,0.030229
969000-969500,500,14.8458,0.029692
969500-970000,500,15.0908,0.030182
970000-970500,500,15.8609,0.031722
970500-971000,500,14.6171,0.029234
971000-971500,500,14.8318,0.029664
971500-972000,500,15.2569,0.030514
972000-972500,500,15.5946,0.031189
972500-973000,500,15.2408,0.030482
973000-973500,500,15.2070,0.030414
973500-974000,500,15.3166,0.030633
974000-974500,500,14.7190,0.029438
974500-975000,500,14.9256,0.029851
975000-975500,500,15.1073,0.030215
975500-976000,500,15.4033,0.030807
976000-976500,500,15.8288,0.031658
976500-977000,500,15.1004,0.030201
977000-977500,500,14.9368,0.029874
977500-978000,500,15.5938,0.031188
978000-978500,500,14.7908,0.029582
978500-979000,500,14.5377,0.029075
979000-979500,500,14.9055,0.029811
979500-980000,500,14.4597,0.028919
980000-980500,500,15.2667,0.030533
980500-981000,500,15.5254,0.031051
981000-981500,500,14.7618,0.029524
981500-982000,500,15.3370,0.030674
982000-982500,500,15.3042,0.030608
982500-983000,500,15.2085,0.030417
983000-983500,500,14.9392,0.029878
983500-984000,500,14.7709,0.029542
984000-984500,500,14.7506,0.029501
984500-985000,500,14.8844,0.029769
985000-985500,500,15.9602,0.031920
985500-986000,500,15.1093,0.030219
986000-986500,500,15.3255,0.030651
986500-987000,500,15.7169,0.031434
987000-987500,500,15.6823,0.031365
987500-988000,500,14.8624,0.029725
988000-988500,500,14.4398,0.028880
988500-989000,500,14.6587,0.029317
989000-989500,500,14.8781,0.029756
989500-990000,500,15.0085,0.030017
990000-990500,500,15.7825,0.031565
990500-991000,500,15.1859,0.030372
991000-991500,500,15.3266,0.030653
991500-992000,500,16.1487,0.032297
992000-992500,500,15.0635,0.030127
992500-993000,500,14.7599,0.029520
993000-993500,500,15.1782,0.030356
993500-994000,500,15.5541,0.031108
994000-994500,500,15.0647,0.030129
994500-995000,500,14.5748,0.029150
995000-995500,500,15.1962,0.030392
995500-996000,500,15.1290,0.030258
996000-996500,500,14.8412,0.029682
996500-997000,500,14.7664,0.029533
997000-997500,500,14.4989,0.028998
997500-998000,500,14.0368,0.028074
998000-998500,500,15.5690,0.031138
998500-999000,500,14.3533,0.028707
999000-999500,500,15.4393,0.030879
999500-1000000,500,15.2290,0.030458
