#"Step","Potential Energy (kJ/mole)","Temperature (K)"
500,-49.691192626953125,330.3637613656151
1000,-25.3028631683675,531.2440224321209
1500,-7.851941797093842,595.2671215604971
2000,7.746463370488644,576.4637077563053
2500,9.416244542971121,391.8320797378555
3000,-3.697584394786628,503.81216944631524
3500,-6.416913422612107,361.3748353014229
4000,23.11611962001182,399.6715981087004
4500,-28.348519731655326,395.932075665043
5000,-6.766333524508916,391.3874100691273
5500,-0.768621596646863,351.7351846997913
6000,0.5078143943959184,337.7809940026553
6500,-6.4822408722647396,383.8657851988656
7000,5.527653995354596,446.9978581451507
7500,-0.20669031086787193,309.9562084424763
8000,-18.313775419871096,349.33694101379024
8500,-30.242569734124718,517.7278276107046
9000,5.025423708449777,396.51043052966446
9500,11.77576672846849,422.51207376186665
10000,2.299065289560125,415.11523073020703
10500,-16.14735698474207,260.92587316028573
11000,-12.856677864042876,363.6043957187343
11500,-30.199840518353945,414.3470058676399
12000,-16.014296713803077,402.85937019564847
12500,3.7882879711190363,235.27507409123984
13000,-5.024491304488389,465.0113365438006
13500,9.574930257922475,412.60116559695297
14000,-20.767534194493027,301.9076383217356
14500,9.165321456397416,570.7007838623587
15000,61.783325376716306,370.87961592388416
15500,0.796592389935217,442.5389551855485
16000,2.1181704413858586,319.0656698102786
16500,20.008125214549807,429.7893845129799
17000,-4.364210743462799,462.9909796509356
17500,-14.087378185470417,336.38581412457313
18000,-8.179785284269679,358.4211019611019
18500,0.9745914645048472,382.75043071382515
19000,2.6912470372269865,377.3402641892737
19500,5.274386666887523,404.9516775730407
20000,27.68642179931053,314.1561614581425
20500,44.51070000818332,348.7861136740632
21000,-14.047463151305282,388.0511075203497
21500,2.4988734598946074,382.3325122672366
22000,-12.262437998766273,390.81785693364236
22500,5.497147930218425,272.6592483108948
23000,3.4090969359949987,283.3578173364181
23500,-28.286671117837784,317.72973334812605
24000,17.565543912908975,354.50228447017344
24500,-8.628695287160252,486.18177809584813
25000,18.882636429952143,442.458132496344
25500,45.49127950109623,526.9730835076914
26000,-1.6991282736887783,334.001683574157
26500,-12.021020451489296,443.5647852111989
27000,9.574275713092074,290.4024077659076
27500,-11.788701037138527,322.0582577518242
28000,-7.241665061572247,319.9633139812601
28500,3.406787338996949,312.9965344526569
29000,-0.5074229664053682,327.3527650054485
29500,16.22628968361048,518.8368538982028
30000,-8.680337177397611,402.2222098790299
30500,12.300460794434615,366.3958324935007
31000,10.204486288264604,388.4150741729996
31500,2.0294780506699865,396.78749699240564
32000,-9.646276350399454,452.5758509032782
32500,-8.242416512874176,520.3007235678534
33000,-18.0137444438442,510.5191459448537
33500,3.928059527940718,384.3142293766191
34000,5.800788230538593,308.47403539104926
34500,-2.306088147779448,319.7572507386825
35000,3.7311149047107435,414.1836156265865
35500,3.0342645047333825,396.78139346969294
36000,14.603002912347591,507.05589809366126
36500,7.343878398830483,342.23825081105383
37000,-3.9059441685150347,349.83612473457464
37500,-2.249664700427523,426.006270267752
38000,3.517990855496155,208.11800671540996
38500,25.90258180606676,328.3789472858096
39000,-3.7146710151052353,383.28882533177494
39500,61.78258585280631,368.6806891561552
40000,0.2978219629851182,542.4144802526893
40500,37.64272214883138,421.68087100009444
41000,29.625029792681765,394.0979858552476
41500,14.35704655604859,334.86836580709775
42000,17.636962722991342,522.1795090676097
42500,12.824791590585825,357.07002141478677
43000,43.175830497712944,363.63305394470297
43500,21.989373087601173,430.61501346946847
44000,31.833861138697756,290.3209815453256
44500,20.188414174766915,249.7381549643195
45000,19.56153666753353,358.235655564037
45500,0.5221683899099041,397.72337506679105
46000,5.311516390217847,417.30397943121
46500,19.17652455584742,411.34142944730894
47000,15.06484319500668,411.8689835179058
47500,10.237942239531197,315.0382776764096
48000,6.21576411700584,367.4321336497429
48500,1.1356863363522471,444.2741270301487
49000,24.799064255921806,505.4383349743051
49500,25.012698550272177,498.48254850556924
50000,-6.1870229327367845,638.9112260678934
50500,-1.7065734625189215,289.4467450934467
51000,10.709237369954796,388.06228356009314
51500,3.5668722932543417,432.2487442858532
52000,11.360313740307507,530.8782582402692
52500,27.41220386475293,340.7914009406091
53000,6.802992061943378,606.5199801003886
53500,10.945446825317418,413.20613600380204
54000,30.36018166387489,569.1748371188601
54500,27.34108117914922,376.78786098060766
55000,12.385183131407112,379.7945828612886
55500,28.518551560393874,444.76414510022994
56000,23.343070117082036,511.16804099250834
56500,32.96382126667665,411.41387977930253
57000,15.004225871818322,293.0044543114303
57500,23.042037317743585,380.96570607737453
58000,17.90291769165021,385.1898252280617
58500,51.399986199749335,463.23953484792355
59000,19.054188592997203,380.91181149319937
59500,7.635941486838391,416.7834644808334
60000,30.556359113756738,504.0948338914392
60500,30.17550541244742,333.19563539717626
61000,25.318117490950442,481.7145639070347
61500,24.403081009190103,304.3872536541401
62000,31.48395609425745,549.6769939163586
62500,15.998966941323708,319.77164665495945
63000,33.00659123902486,375.09459785304426
63500,11.945637216382988,491.6584773965529
64000,19.880142889638556,452.78724668530276
64500,9.568907685751238,297.8975590992574
65000,15.933375512470038,525.8471584075133
65500,12.952134190222568,443.2604806459294
66000,1.4722566757723392,692.2716661559272
66500,18.29433620816555,445.37408507816264
67000,37.180774237300604,420.1218207476676
67500,4.033960730588021,392.184024679412
68000,-7.708641393880935,396.9940659158777
68500,-6.154387375830706,326.9446273902259
69000,-3.847176134439618,299.9577729238649
69500,-0.5572241260573456,380.5969140904188
70000,-29.593743947085144,410.7573489677121
70500,-23.968693988280634,291.9677893961492
71000,-26.618840741894243,461.6923219562098
71500,16.674302693501573,388.7588338311632
72000,-0.35654591390332335,375.44981773728864
72500,-11.815519633434691,412.6592057453699
73000,8.514706672443456,470.2138671898197
73500,-2.4835052273265887,411.10689879511125
74000,61.56870453631575,388.57599409787247
74500,6.170829455111825,406.88187890691984
75000,-3.0000815715176206,498.50825188942457
75500,-10.564872148721081,458.9365934345613
76000,11.863294840788868,439.90098136540786
76500,11.229508891423439,467.409383298896
77000,2.7616280534194786,300.0939799879799
77500,8.976051867391622,351.49055770157094
78000,23.405286810638085,322.06776202247863
78500,22.086775975860565,403.4761592154166
79000,29.011354142980128,455.0827937855707
79500,37.741813002654794,433.5668185455753
80000,41.024164218797154,427.9079925251552
80500,42.75199877987666,494.3490119489082
81000,12.592597758951996,695.765030660363
81500,-3.2625016698869906,358.4587561061044
82000,23.0166664367427,296.2199667028291
82500,-4.759263912007487,489.3684812598325
83000,11.369525670821602,418.397948182762
83500,17.750621345225426,325.72166404598505
84000,-6.276192905015609,343.2286379825958
84500,7.305951515145562,418.5323264672085
85000,4.245503487012986,326.3860905077556
85500,30.65511694664985,435.6836445938281
86000,21.161678608565737,267.8041025876756
86500,42.15148746843708,424.76656379044033
87000,17.502316792027624,529.3246618915825
87500,6.7304006925729745,429.05039580744403
88000,26.226227271890718,453.95661811594124
88500,26.689697705097128,627.8376067008726
89000,46.785902754147244,434.70735421724453
89500,19.792652205763467,385.28615677077505
90000,62.08028603359729,537.167707904998
